cliente_id,tipo_cliente,antiguedad_meses,tiene_movil,tiene_hogar,oferta_hogar_id,tiene_internet_hogar,es_movistar_total,elegible_mt,plan_actual_id,monto_facturado_prom,edad_rango,ubicacion_departamento,es_usuario_app,consumo_datos_gb_prom,consumo_voz_min_prom,consumo_sms_prom,uso_app_movistar_prom,monto_facturado_prom_6m,dias_mora_prom,meses_moroso,n_reclamos,n_actividad_canal,canal_mas_usado
CLI025193,postpago,141,True,False,,False,False,False,OF001,42.98,26-35,Lima,True,7.168333333333334,205.83333333333334,8.0,3.0,42.85333333333333,0.0,0,0,2,Digital
CLI025194,prepago,173,True,False,,False,False,False,OF001,40.02,18-25,Lima,True,9.84,162.66666666666666,7.0,3.1666666666666665,40.91833333333333,2.8333333333333335,1,0,7,Tienda
CLI025195,postpago,155,True,True,OF008,True,False,True,OF001,38.49,36-45,Lima,False,7.968333333333334,220.83333333333334,6.833333333333333,0.0,37.82666666666667,0.0,0,0,9,Tienda
CLI025196,prepago,77,True,False,,False,False,False,OF004,108.72,46-55,Cusco,True,53.254999999999995,182.5,6.666666666666667,1.5,108.71666666666665,0.0,0,0,12,Digital
CLI025197,,102,False,True,OF005,True,False,False,OF005,91.89,56-65,Lima,True,1.9883333333333333,206.33333333333334,8.0,2.0,90.48833333333333,0.0,0,1,4,Digital
CLI025198,postpago,117,True,True,OF006,True,True,False,OF022,232.87,26-35,Arequipa,True,63.47833333333333,214.16666666666666,9.0,3.5,232.5666666666667,7.666666666666667,1,0,2,Digital
CLI025199,prepago,155,True,False,,False,False,False,OF001,37.2,36-45,Lima,True,11.553333333333333,203.33333333333334,8.166666666666666,3.3333333333333335,36.835,22.5,3,0,4,Tienda
CLI025200,postpago,71,True,False,,False,False,False,OF004,91.94,36-45,Lima,True,61.98499999999999,212.83333333333334,9.166666666666666,2.3333333333333335,92.27499999999999,11.833333333333334,2,1,8,Call Out
CLI025201,postpago,57,True,False,,False,False,False,OF001,38.81,56-65,Lima,True,7.638333333333333,227.5,7.666666666666667,3.0,39.35166666666667,14.166666666666666,2,0,3,Call In
CLI025202,postpago,133,True,False,,False,False,False,OF003,91.36,46-55,Lima,True,40.76333333333333,226.16666666666666,6.166666666666667,1.3333333333333333,89.42333333333333,12.833333333333334,2,1,5,Digital
CLI025203,prepago,172,True,False,,False,False,False,OF004,108.61,26-35,Arequipa,True,59.98,173.83333333333334,9.5,2.1666666666666665,108.04333333333334,10.166666666666666,1,0,4,Tienda
CLI025204,,165,False,True,OF005,True,False,False,OF005,86.16,26-35,La Libertad,True,2.0516666666666667,177.0,8.333333333333334,3.1666666666666665,86.70333333333333,0.0,0,0,7,Tienda
CLI025205,postpago,27,True,False,,False,False,False,OF003,88.31,36-45,Lima,True,33.585,201.0,10.333333333333334,4.0,88.01833333333333,20.833333333333332,2,0,4,Call In
CLI025206,prepago,166,True,False,,False,False,False,OF004,89.31,46-55,Lambayeque,True,33.82,183.83333333333334,8.5,3.1666666666666665,91.06333333333333,0.0,0,0,10,Digital
CLI025207,prepago,143,True,True,OF008,True,False,False,OF002,66.83,18-25,Junin,True,18.733333333333334,168.0,8.0,3.1666666666666665,66.73166666666667,14.833333333333334,2,3,9,Tienda
CLI025208,prepago,29,True,True,OF006,True,False,False,OF001,39.79,36-45,Otro,False,10.385,201.33333333333334,10.333333333333334,0.0,39.574999999999996,14.5,3,0,4,Tienda
CLI025209,prepago,2,True,True,OF006,True,False,False,OF003,76.12,26-35,Piura,True,32.46333333333333,174.83333333333334,6.666666666666667,1.8333333333333333,75.58999999999999,12.833333333333334,3,0,11,Digital
CLI025210,postpago,37,True,False,,False,False,False,OF002,53.94,56-65,Lima,False,23.55666666666667,207.33333333333334,8.166666666666666,0.0,52.925000000000004,20.833333333333332,3,0,5,Call Out
CLI025211,postpago,168,True,False,,False,False,False,OF004,100.92,65+,Ica,True,42.63666666666666,163.16666666666666,9.5,3.6666666666666665,101.43166666666667,0.0,0,0,5,Digital
CLI025212,postpago,136,True,True,OF007,False,False,False,OF004,113.59,56-65,Lima,True,53.835,153.16666666666666,8.166666666666666,3.0,113.26333333333334,0.0,0,0,6,Digital
CLI025213,postpago,104,True,True,OF010,True,False,True,OF003,85.48,56-65,Lima,True,22.718333333333334,229.0,8.166666666666666,4.833333333333333,87.54666666666667,16.166666666666668,2,1,8,Tienda
CLI025214,postpago,114,True,True,OF005,True,True,False,OF022,220.81,65+,Lima,True,59.74666666666667,202.5,7.833333333333333,2.5,219.42666666666665,4.666666666666667,1,2,3,Tienda
CLI025215,postpago,75,True,True,OF008,True,False,True,OF003,77.48,26-35,Lambayeque,False,41.54833333333334,196.66666666666666,8.666666666666666,0.0,78.285,10.5,2,0,2,Call In
CLI025216,postpago,163,True,True,OF008,True,False,True,OF004,96.28,36-45,Lima,False,58.663333333333334,138.5,6.166666666666667,0.0,98.33833333333332,18.166666666666668,3,0,6,Call Out
CLI025217,postpago,29,True,True,OF008,True,False,True,OF002,63.26,18-25,Otro,True,19.985,167.33333333333334,9.0,2.3333333333333335,65.26833333333333,0.0,0,0,3,Call Out
CLI025218,postpago,57,True,False,,False,False,False,OF002,58.72,36-45,Lima,False,18.398333333333333,211.66666666666666,7.166666666666667,0.0,59.345,6.666666666666667,1,0,4,Tienda
CLI025219,postpago,37,True,False,,False,False,False,OF001,41.27,18-25,Cusco,False,10.536666666666667,164.66666666666666,6.666666666666667,0.0,40.14,15.5,3,0,5,Digital
CLI025220,postpago,153,True,False,,False,False,False,OF001,42.59,46-55,Lima,True,8.738333333333333,184.0,7.333333333333333,2.5,41.78666666666667,5.166666666666667,1,0,2,Digital
CLI025221,postpago,98,True,False,,False,False,False,OF002,58.35,18-25,Lima,False,16.941666666666666,161.66666666666666,9.333333333333334,0.0,59.16166666666667,0.0,0,0,2,Digital
CLI025222,prepago,124,True,True,OF007,False,False,False,OF001,39.81,56-65,Lima,False,10.098333333333334,158.33333333333334,7.166666666666667,0.0,40.218333333333334,11.333333333333334,2,0,4,Call In
CLI025223,postpago,166,True,False,,False,False,False,OF004,104.12,56-65,Lima,True,65.47333333333334,147.66666666666666,6.166666666666667,2.1666666666666665,104.67166666666667,13.5,2,2,2,Call Out
CLI025224,prepago,36,True,False,,False,False,False,OF004,94.92,65+,Junin,True,52.40833333333333,282.3333333333333,8.166666666666666,3.5,92.99666666666667,0.0,0,0,3,Tienda
CLI025225,postpago,174,True,True,OF010,True,True,False,OF022,206.47,18-25,Otro,True,47.196666666666665,199.33333333333334,7.0,3.3333333333333335,205.11833333333334,11.666666666666666,2,2,1,Digital
CLI025226,postpago,23,True,False,,False,False,False,OF002,54.67,46-55,Lima,True,20.46,202.33333333333334,7.666666666666667,2.3333333333333335,53.64000000000001,15.166666666666666,3,0,7,Tienda
CLI025227,prepago,136,True,True,OF010,True,False,False,OF001,32.61,26-35,Ica,False,10.834999999999999,218.66666666666666,5.666666666666667,0.0,31.845,8.0,1,0,6,Digital
CLI025228,,127,False,True,OF005,True,False,False,OF005,100.98,26-35,Lima,True,1.4583333333333333,157.66666666666666,6.333333333333333,3.1666666666666665,99.90833333333335,0.0,0,0,7,Digital
CLI025229,prepago,149,True,False,,False,False,False,OF004,116.95,46-55,Otro,True,72.59500000000001,172.66666666666666,6.5,3.6666666666666665,118.13166666666666,5.5,1,0,10,Digital
CLI025230,postpago,29,True,True,OF009,True,True,False,OF022,229.71,18-25,La Libertad,False,59.97,213.83333333333334,7.0,0.0,231.96,0.0,0,0,6,Digital
CLI025231,postpago,173,True,True,OF006,True,True,False,OF020,165.14,56-65,Lima,True,20.356666666666666,261.6666666666667,9.166666666666666,2.3333333333333335,163.83666666666667,3.3333333333333335,0,0,2,Call In
CLI025232,prepago,143,True,False,,False,False,False,OF003,76.63,56-65,Lima,True,34.57666666666667,226.83333333333334,8.333333333333334,3.0,75.675,6.833333333333333,1,2,4,Call In
CLI025233,,20,False,True,OF010,True,False,False,OF010,174.34,36-45,Lima,True,2.3116666666666665,171.0,9.0,3.3333333333333335,174.34166666666667,2.8333333333333335,1,0,5,Digital
CLI025234,postpago,101,True,False,,False,False,False,OF003,85.2,26-35,Lima,True,47.32833333333334,192.0,8.333333333333334,3.1666666666666665,83.04333333333334,15.5,2,0,8,Digital
CLI025235,prepago,148,True,False,,False,False,False,OF004,96.61,56-65,Lima,True,57.945,226.0,7.833333333333333,2.8333333333333335,96.42166666666667,8.0,1,1,5,Call Out
CLI025236,postpago,86,True,False,,False,False,False,OF002,56.69,46-55,Piura,True,18.80666666666667,244.16666666666666,6.5,3.0,56.86833333333333,0.0,0,2,6,Call In
CLI025237,prepago,69,True,False,,False,False,False,OF004,92.94,18-25,Arequipa,True,48.74166666666667,166.16666666666666,7.833333333333333,2.6666666666666665,94.25666666666666,12.666666666666666,2,3,6,Tienda
CLI025238,prepago,50,True,False,,False,False,False,OF004,107.03,26-35,Lima,False,50.123333333333335,217.33333333333334,8.166666666666666,0.0,106.70833333333333,0.0,0,1,3,Tienda
CLI025239,prepago,93,True,True,OF006,True,False,False,OF002,61.82,26-35,Arequipa,True,20.856666666666666,164.83333333333334,8.5,2.0,61.080000000000005,10.833333333333334,2,0,11,Call In
CLI025240,prepago,178,True,False,,False,False,False,OF004,104.52,56-65,Lima,False,65.57666666666667,190.33333333333334,6.666666666666667,0.0,104.02666666666666,0.0,0,0,7,Digital
CLI025241,postpago,110,True,False,,False,False,False,OF004,103.94,56-65,Lima,True,52.535000000000004,154.0,8.166666666666666,3.3333333333333335,103.295,0.0,0,2,4,Call In
CLI025242,,130,False,True,OF006,True,False,False,OF006,122.95,36-45,Lima,True,1.3983333333333334,181.5,6.333333333333333,4.0,121.43166666666667,13.0,2,0,9,Digital
CLI025243,prepago,141,True,False,,False,False,False,OF003,82.37,18-25,Ica,True,42.31666666666666,169.83333333333334,8.166666666666666,3.0,80.75166666666667,0.0,0,0,6,Digital
CLI025244,prepago,141,True,False,,False,False,False,OF001,40.49,36-45,Junin,True,8.73,220.5,7.833333333333333,2.8333333333333335,41.19166666666667,0.0,0,0,4,Tienda
CLI025245,prepago,73,True,True,OF007,False,False,False,OF002,47.3,36-45,Otro,True,21.058333333333334,80.5,8.5,3.1666666666666665,48.031666666666666,17.5,2,1,5,Call Out
CLI025246,prepago,139,True,True,OF009,True,False,False,OF004,97.85,26-35,Junin,False,57.74666666666667,216.33333333333334,8.333333333333334,0.0,97.41666666666667,0.0,0,0,2,Digital
CLI025247,postpago,60,True,False,,False,False,False,OF002,66.88,65+,Arequipa,True,21.498333333333335,165.66666666666666,8.5,2.5,66.38666666666667,10.5,2,1,2,Call Out
CLI025248,postpago,106,True,True,OF005,True,True,False,OF021,201.79,65+,Lima,False,51.76833333333334,140.5,9.0,0.0,199.41,11.166666666666666,2,0,3,Call In
CLI025249,prepago,55,True,False,,False,False,False,OF003,75.06,26-35,Cusco,False,42.541666666666664,166.16666666666666,8.833333333333334,0.0,74.78833333333334,9.5,1,0,5,Call In
CLI025250,postpago,170,True,True,OF009,True,False,True,OF002,67.49,56-65,Lima,False,21.071666666666665,130.33333333333334,5.666666666666667,0.0,67.00333333333333,10.0,1,0,2,Tienda
CLI025251,postpago,132,True,False,,False,False,False,OF002,57.32,26-35,La Libertad,True,21.355,186.16666666666666,9.0,3.1666666666666665,55.971666666666664,8.0,2,0,11,Digital
CLI025252,postpago,106,True,True,OF005,True,False,True,OF001,37.94,26-35,Lima,True,8.071666666666667,127.0,7.0,3.5,38.38833333333333,5.166666666666667,1,0,4,Digital
CLI025253,postpago,82,True,True,OF006,True,False,True,OF004,99.43,36-45,Arequipa,True,55.01666666666667,174.5,7.166666666666667,3.6666666666666665,101.25166666666667,2.1666666666666665,0,0,9,Call In
CLI025254,prepago,94,True,False,,False,False,False,OF002,60.98,36-45,Piura,True,23.42,176.66666666666666,9.5,3.3333333333333335,60.785,13.333333333333334,2,0,5,Digital
CLI025255,prepago,141,True,True,OF008,True,False,False,OF003,87.25,46-55,Lima,True,38.44833333333333,197.66666666666666,6.666666666666667,3.6666666666666665,87.84166666666665,9.666666666666666,1,2,1,Call In
CLI025256,postpago,50,True,False,,False,False,False,OF002,54.11,18-25,Arequipa,False,21.416666666666668,247.0,8.833333333333334,0.0,53.550000000000004,3.3333333333333335,1,0,8,Tienda
CLI025257,postpago,150,True,False,,False,False,False,OF002,54.95,36-45,Otro,True,19.851666666666667,202.66666666666666,7.166666666666667,4.0,55.093333333333334,0.0,0,1,5,Digital
CLI025258,postpago,51,True,False,,False,False,False,OF002,56.39,46-55,Ica,True,18.356666666666666,218.0,11.0,4.166666666666667,57.19833333333333,2.3333333333333335,0,0,4,Digital
CLI025259,postpago,26,True,False,,False,False,False,OF001,39.61,36-45,La Libertad,False,9.998333333333333,261.8333333333333,7.666666666666667,0.0,40.505,40.0,5,3,7,Call In
CLI025260,postpago,133,True,False,,False,False,False,OF001,34.43,26-35,Otro,False,9.5,191.5,8.5,0.0,34.42666666666667,0.0,0,0,8,Digital
CLI025261,postpago,128,True,False,,False,False,False,OF001,35.94,36-45,La Libertad,True,7.78,177.16666666666666,7.333333333333333,3.0,36.800000000000004,0.0,0,0,4,Digital
CLI025262,prepago,61,True,False,,False,False,False,OF004,95.34,36-45,Lima,True,65.06166666666667,200.66666666666666,7.166666666666667,2.3333333333333335,95.75166666666667,12.166666666666666,2,0,4,Tienda
CLI025263,postpago,117,True,True,OF007,False,False,False,OF003,83.05,36-45,Lima,True,22.011666666666667,223.0,9.666666666666666,3.1666666666666665,84.62333333333333,9.833333333333334,1,0,9,Tienda
CLI025264,postpago,132,True,False,,False,False,False,OF001,39.53,36-45,Arequipa,True,11.0,201.66666666666666,7.833333333333333,2.0,38.74333333333333,13.5,2,0,3,Digital
CLI025265,prepago,142,True,True,OF007,False,False,False,OF003,79.95,36-45,Otro,True,30.878333333333334,204.5,6.833333333333333,2.8333333333333335,80.54166666666667,0.0,0,0,2,Call Out
CLI025266,postpago,172,True,False,,False,False,False,OF002,63.95,26-35,Lima,False,19.416666666666668,206.66666666666666,7.0,0.0,64.58833333333332,13.0,2,0,6,Digital
CLI025267,prepago,154,True,False,,False,False,False,OF001,36.95,18-25,Junin,False,9.993333333333334,181.16666666666666,10.0,0.0,37.373333333333335,19.333333333333332,3,0,1,Call In
CLI025268,prepago,80,True,True,OF006,True,False,False,OF004,109.81,18-25,Lima,False,71.96666666666667,156.5,9.166666666666666,0.0,108.26166666666667,5.5,1,3,5,Tienda
CLI025269,prepago,42,True,True,OF006,True,False,False,OF002,60.29,36-45,Arequipa,False,15.525,185.66666666666666,7.333333333333333,0.0,60.75333333333333,20.5,3,0,5,Call In
CLI025270,postpago,18,True,False,,False,False,False,OF003,74.54,56-65,Junin,True,28.406666666666666,185.83333333333334,6.833333333333333,2.6666666666666665,74.44,19.5,3,1,6,Digital
CLI025271,postpago,104,True,False,,False,False,False,OF002,52.9,46-55,Arequipa,True,20.8,206.66666666666666,8.5,1.6666666666666667,52.30833333333334,9.666666666666666,1,0,8,Tienda
CLI025272,postpago,120,True,False,,False,False,False,OF004,103.85,36-45,La Libertad,False,59.34166666666667,144.66666666666666,6.333333333333333,0.0,100.61666666666667,12.333333333333334,3,0,2,Tienda
CLI025273,prepago,125,True,False,,False,False,False,OF004,102.87,36-45,Lima,False,60.32333333333333,185.66666666666666,6.5,0.0,101.06166666666667,5.666666666666667,1,0,4,Call In
CLI025274,postpago,2,True,True,OF006,True,True,False,OF021,197.61,65+,Lima,True,31.958333333333332,183.0,9.166666666666666,3.5,197.24833333333333,31.666666666666668,4,1,6,Digital
CLI025275,,127,False,True,OF010,True,False,False,OF010,167.81,65+,Lambayeque,True,2.356666666666667,168.83333333333334,7.833333333333333,1.8333333333333333,171.79333333333332,0.0,0,0,8,Tienda
CLI025276,,142,False,True,OF007,False,False,False,OF007,75.66,65+,Otro,True,1.68,192.33333333333334,7.5,2.1666666666666665,75.79666666666667,7.833333333333333,1,0,4,Digital
CLI025277,prepago,130,True,False,,False,False,False,OF001,43.41,18-25,Lambayeque,True,9.116666666666667,235.0,6.833333333333333,2.3333333333333335,42.85,17.0,2,0,2,Call Out
CLI025278,prepago,95,True,True,OF005,True,False,False,OF002,63.69,36-45,Junin,True,15.608333333333333,167.66666666666666,7.5,2.5,64.87666666666667,0.0,0,0,2,Call Out
CLI025279,prepago,3,True,False,,False,False,False,OF002,55.77,46-55,Lima,True,16.893333333333334,148.33333333333334,8.333333333333334,3.5,56.038333333333334,9.166666666666666,1,0,6,Digital
CLI025280,,89,False,True,OF005,True,False,False,OF005,89.24,18-25,Lima,True,2.4099999999999997,160.66666666666666,8.5,3.5,89.56,0.0,0,0,6,Tienda
CLI025281,postpago,117,True,False,,False,False,False,OF001,40.63,26-35,Lima,False,9.428333333333333,127.5,8.333333333333334,0.0,40.07,10.333333333333334,1,0,8,Call In
CLI025282,,103,False,True,OF006,True,False,False,OF006,109.08,26-35,Ica,True,1.8933333333333333,170.83333333333334,9.333333333333334,3.1666666666666665,109.05499999999999,0.0,0,0,4,Digital
CLI025283,postpago,104,True,False,,False,False,False,OF004,108.19,26-35,Lima,True,74.72166666666666,223.66666666666666,7.5,4.333333333333333,108.55,5.333333333333333,1,0,7,Digital
CLI025284,prepago,93,True,True,OF008,True,False,False,OF003,75.64,36-45,Cusco,True,35.27666666666667,250.33333333333334,8.666666666666666,3.0,74.25,3.3333333333333335,0,0,5,Tienda
CLI025285,prepago,100,True,True,OF010,True,False,False,OF001,45.33,26-35,Lima,True,8.825000000000001,118.5,8.666666666666666,1.6666666666666667,45.498333333333335,4.166666666666667,1,3,5,Tienda
CLI025286,postpago,59,True,True,OF005,True,False,True,OF004,93.23,36-45,Lima,True,58.39666666666667,188.0,7.666666666666667,2.0,92.325,8.833333333333334,1,0,3,Call In
CLI025287,postpago,109,True,True,OF005,True,True,False,OF021,191.66,26-35,Otro,True,46.21333333333333,192.5,6.833333333333333,4.166666666666667,190.8166666666667,2.1666666666666665,0,0,7,Call In
CLI025288,,51,False,True,OF005,True,False,False,OF005,90.17,56-65,Ica,True,1.7266666666666666,236.0,8.0,3.6666666666666665,89.35666666666667,16.5,3,1,3,Call In
CLI025289,postpago,89,True,True,OF008,True,False,True,OF004,98.03,26-35,La Libertad,True,53.94166666666666,187.66666666666666,7.5,2.6666666666666665,96.48166666666667,9.333333333333334,1,0,3,Digital
CLI025290,postpago,75,True,False,,False,False,False,OF001,44.08,36-45,Lima,True,7.766666666666667,202.16666666666666,8.666666666666666,4.666666666666667,43.99666666666667,8.0,1,0,11,Digital
CLI025291,prepago,129,True,True,OF005,True,False,False,OF003,70.47,26-35,Lima,True,35.985,241.33333333333334,8.333333333333334,5.5,70.35333333333334,0.0,0,0,7,Call In
CLI025292,postpago,162,True,True,OF007,False,False,False,OF003,66.54,26-35,Lima,True,31.09166666666667,202.83333333333334,7.833333333333333,3.6666666666666665,65.16666666666667,4.5,1,1,4,Tienda
CLI025293,prepago,114,True,False,,False,False,False,OF001,34.55,26-35,Arequipa,True,8.168333333333335,156.0,6.333333333333333,3.0,35.095,18.0,2,0,6,Call In
CLI025294,postpago,25,True,True,OF006,True,False,True,OF002,59.13,65+,Lima,True,21.19,167.83333333333334,6.333333333333333,3.6666666666666665,60.02333333333333,1.0,0,0,1,Call Out
CLI025295,postpago,121,True,True,OF007,False,False,False,OF003,79.88,36-45,Piura,False,31.290000000000003,150.0,7.5,0.0,80.19666666666667,0.0,0,0,7,Digital
CLI025296,prepago,59,True,True,OF008,True,False,False,OF004,94.38,18-25,Lima,True,61.98333333333333,156.66666666666666,6.666666666666667,2.5,92.88499999999999,24.166666666666668,3,0,5,Tienda
CLI025297,postpago,9,True,False,,False,False,False,OF001,36.06,46-55,Lima,True,9.41,152.5,7.166666666666667,2.1666666666666665,35.73166666666666,33.0,5,0,4,Digital
CLI025298,prepago,35,True,False,,False,False,False,OF004,106.82,36-45,La Libertad,False,56.33833333333333,190.66666666666666,8.333333333333334,0.0,105.18,20.666666666666668,3,0,6,Digital
CLI025299,postpago,180,True,True,OF008,True,False,True,OF001,38.53,18-25,Lima,True,8.668333333333333,97.0,7.166666666666667,2.8333333333333335,38.41166666666667,6.5,1,0,2,Call Out
CLI025300,postpago,77,True,False,,False,False,False,OF004,100.93,36-45,Lima,True,57.77166666666667,114.33333333333333,8.5,3.3333333333333335,98.39166666666667,3.6666666666666665,1,1,9,Digital
CLI025301,,37,False,True,OF007,False,False,False,OF007,69.02,18-25,Lima,True,2.1866666666666665,191.33333333333334,7.5,3.1666666666666665,69.07000000000001,7.833333333333333,1,0,4,Call In
CLI025302,prepago,25,True,True,OF005,True,False,False,OF001,37.84,36-45,Lambayeque,True,9.02,174.16666666666666,8.833333333333334,2.8333333333333335,37.725,14.833333333333334,3,1,4,Digital
CLI025303,postpago,118,True,True,OF005,True,False,True,OF001,30.93,26-35,Otro,True,7.656666666666666,138.83333333333334,8.0,3.1666666666666665,31.290000000000003,0.0,0,0,5,Digital
CLI025304,prepago,137,True,False,,False,False,False,OF003,73.46,18-25,Piura,True,32.93333333333333,158.83333333333334,8.666666666666666,3.0,72.10333333333334,5.5,1,0,14,Tienda
CLI025305,prepago,64,True,True,OF006,True,False,False,OF001,38.87,36-45,La Libertad,False,8.674999999999999,166.83333333333334,10.333333333333334,0.0,38.74166666666667,10.166666666666666,2,0,7,Digital
CLI025306,prepago,19,True,False,,False,False,False,OF003,83.59,26-35,La Libertad,True,39.48666666666667,139.83333333333334,8.833333333333334,3.1666666666666665,82.98833333333333,33.166666666666664,4,2,9,Call In
CLI025307,postpago,64,True,False,,False,False,False,OF003,84.25,46-55,Lima,True,38.288333333333334,229.83333333333334,8.166666666666666,2.0,84.56166666666667,3.8333333333333335,1,1,6,Digital
CLI025308,prepago,120,True,False,,False,False,False,OF004,102.63,56-65,Piura,True,53.35166666666667,164.33333333333334,6.5,2.1666666666666665,101.76333333333334,4.666666666666667,1,0,5,Digital
CLI025309,postpago,21,True,False,,False,False,False,OF003,75.94,26-35,Lima,False,32.50666666666667,114.16666666666667,7.666666666666667,0.0,76.63666666666667,6.5,1,2,6,Digital
CLI025310,postpago,49,True,True,OF008,True,False,True,OF004,107.22,26-35,Otro,True,56.52166666666667,223.5,5.0,2.5,106.88,6.833333333333333,1,0,11,Call In
CLI025311,postpago,1,True,False,,False,False,False,OF001,38.53,18-25,Lima,False,8.076666666666666,158.5,7.333333333333333,0.0,38.385,21.333333333333332,4,0,3,Call Out
CLI025312,prepago,85,True,True,OF010,True,False,False,OF002,54.28,36-45,Otro,True,18.953333333333333,193.33333333333334,8.833333333333334,2.8333333333333335,53.96,0.0,0,0,4,Digital
CLI025313,prepago,31,True,False,,False,False,False,OF003,82.47,46-55,Lima,False,32.303333333333335,134.5,6.833333333333333,0.0,82.82000000000001,20.833333333333332,3,3,4,Call In
CLI025314,postpago,36,True,False,,False,False,False,OF003,58.08,18-25,Lima,True,25.02333333333333,177.5,8.5,3.6666666666666665,57.571666666666665,14.0,2,0,9,Call In
CLI025315,prepago,21,True,False,,False,False,False,OF004,104.09,26-35,Lima,True,55.82333333333333,133.5,8.0,2.8333333333333335,105.96166666666666,14.333333333333334,2,1,6,Digital
CLI025316,postpago,132,True,False,,False,False,False,OF003,72.5,46-55,La Libertad,True,32.483333333333334,240.16666666666666,7.166666666666667,1.8333333333333333,72.175,3.6666666666666665,1,0,6,Call In
CLI025317,prepago,89,True,False,,False,False,False,OF004,107.66,36-45,La Libertad,True,58.12833333333333,176.16666666666666,8.333333333333334,3.8333333333333335,109.85333333333334,7.0,1,0,9,Tienda
CLI025318,prepago,171,True,False,,False,False,False,OF004,92.34,26-35,Lima,True,48.77333333333333,210.16666666666666,9.166666666666666,2.8333333333333335,93.33666666666666,0.0,0,0,3,Tienda
CLI025319,postpago,72,True,False,,False,False,False,OF002,63.97,26-35,Cusco,True,20.94,164.83333333333334,9.166666666666666,3.6666666666666665,62.43,5.666666666666667,1,0,8,Digital
CLI025320,prepago,40,True,True,OF006,True,False,False,OF001,39.01,18-25,Lima,True,7.611666666666667,189.0,9.0,2.6666666666666665,38.69,13.5,2,0,2,Call In
CLI025321,postpago,37,True,False,,False,False,False,OF002,64.18,18-25,Lima,True,13.503333333333336,189.66666666666666,9.5,2.3333333333333335,62.18833333333333,10.166666666666666,2,0,12,Call In
CLI025322,prepago,172,True,False,,False,False,False,OF001,41.09,26-35,Ica,True,10.26,181.33333333333334,8.333333333333334,3.3333333333333335,41.071666666666665,7.666666666666667,2,0,3,Call In
CLI025323,postpago,107,True,True,OF005,True,False,True,OF004,112.86,18-25,Lima,True,58.395,182.16666666666666,6.666666666666667,3.8333333333333335,113.75333333333333,3.3333333333333335,1,0,8,Tienda
CLI025324,postpago,59,True,True,OF005,True,False,True,OF001,37.98,26-35,Lima,False,8.235000000000001,150.5,7.0,0.0,38.221666666666664,1.1666666666666667,0,0,12,Digital
CLI025325,prepago,118,True,False,,False,False,False,OF003,89.21,56-65,Junin,True,38.04333333333333,148.66666666666666,8.5,2.8333333333333335,88.65166666666666,14.333333333333334,2,0,10,Digital
CLI025326,postpago,101,True,False,,False,False,False,OF003,76.14,18-25,Lima,True,31.111666666666668,220.0,9.833333333333334,3.5,76.16166666666666,0.0,0,0,8,Digital
CLI025327,prepago,21,True,True,OF006,True,False,False,OF002,56.87,46-55,Lima,True,14.643333333333333,181.0,8.5,3.3333333333333335,55.98666666666667,13.666666666666666,2,0,1,Digital
CLI025328,postpago,127,True,False,,False,False,False,OF003,72.61,26-35,La Libertad,False,32.538333333333334,184.5,7.5,0.0,73.99,5.666666666666667,1,0,3,Call In
CLI025329,postpago,22,True,True,OF006,True,False,True,OF003,76.59,26-35,Piura,True,34.255,231.66666666666666,10.333333333333334,3.1666666666666665,77.01666666666667,15.666666666666666,3,0,4,Tienda
CLI025330,postpago,36,True,True,OF005,True,False,True,OF003,79.39,65+,Lima,True,29.088333333333335,238.16666666666666,8.666666666666666,2.3333333333333335,80.60000000000001,7.666666666666667,2,0,6,Call In
CLI025331,postpago,129,True,False,,False,False,False,OF004,96.58,36-45,Piura,True,61.89166666666667,189.5,8.333333333333334,3.1666666666666665,96.04666666666667,6.5,1,0,5,Digital
CLI025332,postpago,81,True,True,OF005,True,False,True,OF001,39.55,18-25,La Libertad,True,8.456666666666665,193.16666666666666,9.0,2.6666666666666665,39.54,10.166666666666666,2,0,2,Digital
CLI025333,prepago,40,True,False,,False,False,False,OF004,106.57,46-55,Otro,False,61.36000000000001,180.16666666666666,6.833333333333333,0.0,108.11666666666667,14.166666666666666,2,2,7,Call In
CLI025334,postpago,13,True,False,,False,False,False,OF004,97.99,36-45,Junin,True,62.21,157.16666666666666,8.0,2.3333333333333335,99.02,9.333333333333334,1,0,2,Call In
CLI025335,postpago,107,True,False,,False,False,False,OF004,102.0,46-55,La Libertad,True,53.300000000000004,221.83333333333334,7.0,4.0,103.60166666666667,3.1666666666666665,1,2,4,Digital
CLI025336,postpago,126,True,True,OF007,False,False,False,OF001,34.39,26-35,La Libertad,True,9.105,225.83333333333334,7.666666666666667,4.0,34.88666666666666,3.8333333333333335,1,0,10,Tienda
CLI025337,prepago,37,True,True,OF005,True,False,False,OF003,86.9,26-35,Lima,True,29.533333333333335,182.5,8.5,3.1666666666666665,88.34500000000001,3.6666666666666665,1,0,6,Tienda
CLI025338,postpago,75,True,False,,False,False,False,OF004,95.28,56-65,Lima,True,63.80833333333333,174.33333333333334,7.666666666666667,3.6666666666666665,93.615,9.333333333333334,1,3,4,Call In
CLI025339,prepago,62,True,True,OF010,True,False,False,OF002,62.36,26-35,Otro,True,19.981666666666666,146.5,8.0,2.3333333333333335,62.699999999999996,2.6666666666666665,1,0,8,Call In
